stage,day in stage,trial,A1o,A1c,A2o,A2c,A3o,A3c,A4o,A4c,action,reward,reward_type,initial_motivation
1,3,80,0,0,1,1,0,0,1,1,4,1.0,2,water
1,3,81,1,1,0,0,0,0,1,1,1,1.0,1,water
1,3,82,1,1,0,0,1,1,0,0,4,0.0,2,water
1,3,83,1,0,0,1,1,0,0,1,3,1.0,2,water
1,3,84,0,1,1,0,0,1,1,0,3,0.0,2,water
1,3,85,0,1,1,0,0,1,1,0,3,0.0,2,water
1,3,86,1,1,0,0,0,0,1,1,4,1.0,2,water
1,3,87,1,1,0,0,1,1,0,0,4,0.0,2,water
1,3,88,0,1,1,0,0,1,1,0,3,0.0,2,water
1,3,89,1,0,0,1,1,0,0,1,1,1.0,1,water
1,3,90,1,1,0,0,1,1,0,0,4,0.0,2,water
1,3,91,0,1,1,0,0,1,1,0,0,,0,water
1,3,92,1,0,0,1,0,1,1,0,4,1.0,2,water
1,3,93,1,0,0,1,0,1,1,0,1,1.0,1,water
1,3,94,0,0,1,1,0,0,1,1,3,0.0,2,water
1,3,95,0,0,1,1,1,1,0,0,4,0.0,2,water
1,3,96,1,0,0,1,0,1,1,0,4,1.0,2,water
1,3,97,1,1,0,0,1,1,0,0,3,1.0,2,water
1,3,98,0,0,1,1,0,0,1,1,2,1.0,1,water
1,3,99,0,0,1,1,1,1,0,0,2,1.0,1,water
1,3,100,1,0,0,1,0,1,1,0,3,0.0,2,water
1,3,101,0,1,1,0,0,1,1,0,4,1.0,2,water
1,3,102,0,1,1,0,0,1,1,0,0,,0,water
1,3,103,0,0,1,1,0,0,1,1,1,0.0,1,water
1,4,1,0,1,1,0,0,1,1,0,3,0.0,2,water
1,4,2,1,0,0,1,0,1,1,0,4,1.0,2,water
1,4,3,1,0,0,1,0,1,1,0,3,0.0,2,water
1,4,4,0,1,1,0,1,0,0,1,4,0.0,2,water
1,4,5,1,1,0,0,0,0,1,1,4,1.0,2,water
1,4,6,1,0,0,1,1,0,0,1,4,0.0,2,water
1,4,7,1,0,0,1,0,1,1,0,3,0.0,2,water
1,4,8,1,0,0,1,1,0,0,1,0,,0,water
1,4,9,0,0,1,1,0,0,1,1,4,1.0,2,water
1,4,10,1,1,0,0,0,0,1,1,4,1.0,2,water
1,4,11,1,0,0,1,1,0,0,1,3,1.0,2,water
1,4,12,0,1,1,0,0,1,1,0,3,0.0,2,water
1,4,13,1,0,0,1,1,0,0,1,4,0.0,2,water
1,4,14,0,1,1,0,1,0,0,1,0,,0,water
1,4,15,1,1,0,0,0,0,1,1,3,0.0,2,water
1,4,16,0,1,1,0,0,1,1,0,4,1.0,2,water
1,4,17,1,0,0,1,0,1,1,0,4,1.0,2,water
1,4,18,1,1,0,0,0,0,1,1,3,0.0,2,water
1,4,19,1,1,0,0,0,0,1,1,3,0.0,2,water
1,4,20,1,0,0,1,1,0,0,1,4,0.0,2,water
1,4,21,1,0,0,1,0,1,1,0,1,1.0,1,water
1,4,22,1,1,0,0,0,0,1,1,4,1.0,2,water
1,4,23,0,1,1,0,1,0,0,1,4,0.0,2,water
1,4,24,1,1,0,0,1,1,0,0,0,,0,water
1,4,25,0,1,1,0,0,1,1,0,3,0.0,2,water
1,4,26,0,1,1,0,0,1,1,0,4,1.0,2,water
1,4,27,0,1,1,0,0,1,1,0,3,0.0,2,water
1,4,28,0,1,1,0,1,0,0,1,3,1.0,2,water
1,4,29,1,1,0,0,0,0,1,1,3,0.0,2,water
1,4,30,0,1,1,0,0,1,1,0,3,0.0,2,water
1,4,31,0,1,1,0,1,0,0,1,3,1.0,2,water
1,4,32,0,1,1,0,1,0,0,1,4,0.0,2,water
1,4,33,0,0,1,1,1,1,0,0,4,0.0,2,water
1,4,34,0,0,1,1,1,1,0,0,4,0.0,2,water
1,4,35,1,1,0,0,1,1,0,0,3,1.0,2,water
1,4,36,0,0,1,1,1,1,0,0,4,0.0,2,water
1,4,37,1,1,0,0,1,1,0,0,4,0.0,2,water
1,4,38,0,0,1,1,0,0,1,1,4,1.0,2,water
1,4,39,1,1,0,0,1,1,0,0,3,1.0,2,water
1,4,40,1,0,0,1,0,1,1,0,3,0.0,2,water
1,4,41,1,1,0,0,1,1,0,0,3,1.0,2,water
1,4,42,1,0,0,1,1,0,0,1,3,1.0,2,water
1,4,43,1,0,0,1,1,0,0,1,4,0.0,2,water
1,4,44,1,1,0,0,1,1,0,0,3,1.0,2,water
1,4,45,1,0,0,1,1,0,0,1,2,0.0,1,water
1,4,46,1,1,0,0,1,1,0,0,3,1.0,2,water
1,4,47,1,1,0,0,1,1,0,0,4,0.0,2,water
1,4,48,1,1,0,0,0,0,1,1,3,0.0,2,water
1,4,49,1,0,0,1,1,0,0,1,3,1.0,2,water
1,4,50,0,0,1,1,1,1,0,0,4,0.0,2,water
1,4,51,1,0,0,1,1,0,0,1,4,0.0,2,water
1,4,52,0,0,1,1,0,0,1,1,4,1.0,2,water
1,4,53,1,0,0,1,1,0,0,1,3,1.0,2,water
1,4,54,0,1,1,0,0,1,1,0,4,1.0,2,water
1,4,55,0,1,1,0,1,0,0,1,4,0.0,2,water
1,4,56,1,1,0,0,1,1,0,0,3,1.0,2,water
1,4,57,1,0,0,1,1,0,0,1,4,0.0,2,water
1,4,58,1,1,0,0,1,1,0,0,2,0.0,1,water
1,4,59,1,1,0,0,1,1,0,0,3,1.0,2,water
1,4,60,0,0,1,1,0,0,1,1,4,1.0,2,water
1,4,61,1,1,0,0,1,1,0,0,3,1.0,2,water
1,4,62,1,0,0,1,1,0,0,1,3,1.0,2,water
1,4,63,0,0,1,1,0,0,1,1,4,1.0,2,water
1,4,64,0,0,1,1,0,0,1,1,4,1.0,2,water
1,4,65,0,0,1,1,1,1,0,0,3,1.0,2,water
1,4,66,1,0,0,1,0,1,1,0,2,0.0,1,water
1,4,67,1,1,0,0,1,1,0,0,3,1.0,2,water
1,4,68,1,0,0,1,1,0,0,1,4,0.0,2,water
1,4,69,1,0,0,1,1,0,0,1,1,1.0,1,water
1,4,70,1,1,0,0,0,0,1,1,3,0.0,2,water
1,4,71,1,1,0,0,0,0,1,1,4,1.0,2,water
1,4,72,0,1,1,0,1,0,0,1,3,1.0,2,water
1,4,73,1,0,0,1,0,1,1,0,4,1.0,2,water
1,4,74,1,1,0,0,0,0,1,1,4,1.0,2,water
1,4,75,0,0,1,1,0,0,1,1,4,1.0,2,water
1,4,76,1,0,0,1,1,0,0,1,2,0.0,1,water
1,4,77,0,1,1,0,1,0,0,1,3,1.0,2,water
1,4,78,1,0,0,1,0,1,1,0,3,0.0,2,water
1,4,79,1,0,0,1,0,1,1,0,4,1.0,2,water
1,4,80,0,0,1,1,0,0,1,1,3,0.0,2,water
1,4,81,0,1,1,0,1,0,0,1,3,1.0,2,water
1,4,82,0,0,1,1,1,1,0,0,4,0.0,2,water
1,4,83,0,1,1,0,1,0,0,1,3,1.0,2,water
1,4,84,1,0,0,1,0,1,1,0,3,0.0,2,water
1,4,85,1,1,0,0,1,1,0,0,3,1.0,2,water
1,4,86,0,0,1,1,1,1,0,0,3,1.0,2,water
1,4,87,0,0,1,1,1,1,0,0,3,1.0,2,water
1,4,88,0,0,1,1,0,0,1,1,4,1.0,2,water
1,4,89,1,1,0,0,1,1,0,0,3,1.0,2,water
1,4,90,1,0,0,1,1,0,0,1,3,1.0,2,water
1,4,91,0,1,1,0,0,1,1,0,4,1.0,2,water
1,4,92,0,0,1,1,1,1,0,0,3,1.0,2,water
1,4,93,0,1,1,0,1,0,0,1,2,1.0,1,water
1,4,94,1,1,0,0,1,1,0,0,3,1.0,2,water
1,4,95,0,1,1,0,0,1,1,0,3,0.0,2,water
1,4,96,1,0,0,1,1,0,0,1,4,0.0,2,water
1,4,97,0,1,1,0,0,1,1,0,4,1.0,2,water
1,4,98,0,0,1,1,1,1,0,0,4,0.0,2,water
1,4,99,1,1,0,0,1,1,0,0,3,1.0,2,water
1,4,100,1,0,0,1,1,0,0,1,4,0.0,2,water
1,4,101,0,1,1,0,1,0,0,1,3,1.0,2,water
1,4,102,1,1,0,0,1,1,0,0,4,0.0,2,water
1,4,103,0,0,1,1,0,0,1,1,3,0.0,2,water
1,5,1,1,1,0,0,1,1,0,0,3,1.0,2,water
1,5,2,1,1,0,0,1,1,0,0,0,,0,water
1,5,3,1,1,0,0,1,1,0,0,2,0.0,1,water
1,5,4,0,1,1,0,1,0,0,1,4,0.0,2,water
1,5,5,1,1,0,0,0,0,1,1,0,,0,water
1,5,6,0,0,1,1,0,0,1,1,4,1.0,2,water
1,5,7,0,0,1,1,1,1,0,0,1,0.0,1,water
1,5,8,0,0,1,1,0,0,1,1,3,0.0,2,water
1,5,9,0,0,1,1,1,1,0,0,2,1.0,1,water
1,5,10,0,0,1,1,0,0,1,1,4,1.0,2,water
1,5,11,0,1,1,0,0,1,1,0,0,,0,water
1,5,12,0,1,1,0,1,0,0,1,3,1.0,2,water
1,5,13,1,1,0,0,0,0,1,1,3,0.0,2,water
1,5,14,0,0,1,1,1,1,0,0,4,0.0,2,water
1,5,15,0,0,1,1,0,0,1,1,3,0.0,2,water
1,5,16,0,0,1,1,0,0,1,1,3,0.0,2,water
1,5,17,1,0,0,1,0,1,1,0,3,0.0,2,water
1,5,18,0,1,1,0,0,1,1,0,1,0.0,1,water
1,5,19,0,1,1,0,0,1,1,0,4,1.0,2,water
1,5,20,0,1,1,0,0,1,1,0,4,1.0,2,water
1,5,21,1,0,0,1,0,1,1,0,0,,0,water
1,5,22,1,0,0,1,0,1,1,0,4,1.0,2,water
1,5,23,1,0,0,1,0,1,1,0,0,,0,water
1,5,24,1,1,0,0,1,1,0,0,3,1.0,2,water
1,5,25,0,0,1,1,1,1,0,0,4,0.0,2,water
1,5,26,1,0,0,1,0,1,1,0,2,0.0,1,water
1,5,27,1,0,0,1,1,0,0,1,3,1.0,2,water
1,5,28,0,1,1,0,0,1,1,0,3,0.0,2,water
1,5,29,0,1,1,0,1,0,0,1,3,1.0,2,water
1,5,30,1,1,0,0,0,0,1,1,4,1.0,2,water
1,5,31,0,0,1,1,1,1,0,0,3,1.0,2,water
1,5,32,0,1,1,0,0,1,1,0,3,0.0,2,water
1,5,33,0,1,1,0,1,0,0,1,4,0.0,2,water
1,5,34,1,0,0,1,1,0,0,1,3,1.0,2,water
1,5,35,0,1,1,0,1,0,0,1,1,0.0,1,water
1,5,36,0,1,1,0,0,1,1,0,3,0.0,2,water
1,5,37,1,0,0,1,1,0,0,1,3,1.0,2,water
1,5,38,0,1,1,0,1,0,0,1,4,0.0,2,water
1,5,39,0,0,1,1,1,1,0,0,4,0.0,2,water
1,5,40,1,0,0,1,0,1,1,0,3,0.0,2,water
1,5,41,0,1,1,0,1,0,0,1,1,0.0,1,water
1,5,42,1,1,0,0,1,1,0,0,4,0.0,2,water
1,5,43,0,0,1,1,1,1,0,0,0,,0,water
1,5,44,1,1,0,0,1,1,0,0,4,0.0,2,water
1,5,45,0,0,1,1,1,1,0,0,3,1.0,2,water
1,5,46,0,0,1,1,1,1,0,0,2,1.0,1,water
1,5,47,0,1,1,0,1,0,0,1,0,,0,water
1,5,48,1,1,0,0,1,1,0,0,4,0.0,2,water
1,5,49,0,0,1,1,0,0,1,1,3,0.0,2,water
1,5,50,1,1,0,0,1,1,0,0,2,0.0,1,water
1,5,51,0,1,1,0,0,1,1,0,3,0.0,2,water
1,5,52,0,0,1,1,1,1,0,0,1,0.0,1,water
1,5,53,0,1,1,0,1,0,0,1,4,0.0,2,water
1,5,54,0,0,1,1,1,1,0,0,3,1.0,2,water
1,5,55,0,0,1,1,0,0,1,1,4,1.0,2,water
1,5,56,0,0,1,1,0,0,1,1,3,0.0,2,water
1,5,57,0,0,1,1,0,0,1,1,4,1.0,2,water
1,5,58,1,1,0,0,1,1,0,0,1,1.0,1,water
1,5,59,0,0,1,1,0,0,1,1,0,,0,water
1,5,60,1,1,0,0,1,1,0,0,4,0.0,2,water
1,5,61,1,1,0,0,1,1,0,0,0,,0,water
1,5,62,0,1,1,0,1,0,0,1,0,,0,water
1,5,63,0,1,1,0,1,0,0,1,2,1.0,1,water
1,5,64,1,1,0,0,0,0,1,1,3,0.0,2,water
1,5,65,1,0,0,1,0,1,1,0,2,0.0,1,water
1,5,66,0,0,1,1,0,0,1,1,3,0.0,2,water
1,5,67,1,0,0,1,0,1,1,0,4,1.0,2,water
1,5,68,0,1,1,0,1,0,0,1,2,1.0,1,water
1,5,69,1,1,0,0,1,1,0,0,0,,0,water
1,5,70,1,0,0,1,1,0,0,1,0,,0,water
1,5,71,1,0,0,1,1,0,0,1,0,,0,water
1,6,1,1,0,0,1,0,1,1,0,3,0.0,2,water
1,6,2,0,0,1,1,0,0,1,1,4,1.0,2,water
1,6,3,0,1,1,0,1,0,0,1,4,0.0,2,water
1,6,4,1,1,0,0,0,0,1,1,3,0.0,2,water
1,6,5,0,1,1,0,1,0,0,1,2,1.0,1,water
